time_s,elapsed_us,pres_in,flow_in,flow_left,flow_right,pres_left,pres_right
27.301312,27301312,0.00172385,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
27.299100,27299100,-0.00641368,0.06709383,0.06319971,0.02462801,0.00362829,0.00199216
27.301312,27301312,0.00172385,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
0.001836,1836,0.00172385,0.06709383,0.06319971,0.02462801,-0.00449757,-0.00614506
0.003752,3752,-0.00641368,-0.17702449,-0.17944204,0.02462801,-0.00449757,-0.00614506
0.005664,5664,-0.00641368,0.06709383,0.06319971,0.02462801,0.00362829,0.00199216
0.007576,7576,0.00172385,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
0.009488,9488,0.00172385,-0.17702449,-0.17944204,-0.21806054,0.00362829,0.00199216
0.011408,11408,0.00172385,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
0.013400,13400,-0.00641368,-0.17702449,-0.17944204,0.02462801,0.00362829,0.00199216
0.015400,15400,-0.00641368,0.06709383,0.06319971,0.02462801,-0.00449757,-0.00614506
0.017376,17376,0.00172385,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
0.019360,19360,0.00172385,0.06709383,0.06319971,-0.21806054,0.00362829,0.00199216
0.021344,21344,0.00172385,-0.17702449,-0.17944204,-0.21806054,0.00362829,-0.00614506
0.023328,23328,0.00172385,-0.17702449,-0.17944204,-0.21806054,0.00362829,-0.00614506
0.025312,25312,0.00172385,-0.17702449,-0.17944204,-0.21806054,0.00362829,0.00199216
0.027296,27296,0.00172385,0.06709383,-0.17944204,-0.21806054,-0.00449757,-0.00614506
0.029280,29280,0.00172385,0.06709383,0.06319971,0.02462801,0.00362829,0.00199216
0.031264,31264,0.00172385,0.06709383,0.06319971,0.02462801,0.00362829,0.00199216
0.033248,33248,0.00172385,0.06709383,0.30584146,0.02462801,0.00362829,0.00199216
0.035232,35232,0.00172385,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
0.037216,37216,0.00172385,0.06709383,0.06319971,0.02462801,0.00362829,0.00199216
0.039200,39200,0.00172385,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
0.041192,41192,0.00172385,0.06709383,-0.42208378,0.02462801,-0.00449757,-0.00614506
0.043184,43184,0.00172385,-0.17702449,-0.17944204,-0.21806054,-0.00449757,0.00199216
0.045176,45176,0.00172385,-0.17702449,-0.17944204,-0.21806054,-0.00449757,0.00199216
0.047168,47168,0.00172385,0.06709383,-0.17944204,0.02462801,-0.00449757,0.00199216
0.049168,49168,-0.00641368,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
0.051144,51144,-0.00641368,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
0.053128,53128,-0.00641368,0.06709383,0.30584146,0.02462801,-0.00449757,0.00199216
0.055112,55112,0.00172385,0.06709383,0.30584146,0.02462801,0.00362829,-0.00614506
0.057096,57096,0.00172385,0.06709383,0.30584146,0.02462801,0.00362829,0.00199216
0.059080,59080,0.00172385,0.06709383,0.30584146,0.02462801,-0.00449757,0.00199216
0.061064,61064,0.00172385,0.06709383,0.30584146,0.02462801,0.00362829,0.00199216
0.063048,63048,-0.00641368,0.06709383,0.30584146,0.02462801,0.00362829,0.00199216
0.065032,65032,0.00172385,0.06709383,0.30584146,0.02462801,-0.00449757,0.00199216
0.067016,67016,0.00172385,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
0.069000,69000,0.00172385,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
0.070984,70984,0.00172385,0.06709383,0.06319971,0.02462801,0.00362829,-0.00614506
0.072976,72976,0.00172385,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
0.074968,74968,0.00172385,0.06709383,0.06319971,-0.21806054,0.00362829,-0.00614506
0.076960,76960,0.00172385,-0.17702449,-0.17944204,0.02462801,-0.00449757,-0.00614506
0.078952,78952,0.00172385,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
0.080944,80944,0.00172385,0.06709383,0.06319971,0.02462801,0.00362829,0.00199216
0.082928,82928,0.00172385,0.06709383,-0.17944204,-0.21806054,0.00362829,-0.00614506
0.084920,84920,-0.00641368,-0.17702449,-0.17944204,0.02462801,0.00362829,-0.00614506
0.086904,86904,0.00172385,0.06709383,-0.17944204,0.02462801,0.00362829,0.00199216
0.088888,88888,0.00172385,0.06709383,-0.17944204,0.02462801,-0.00449757,0.00199216
0.090872,90872,0.00172385,-0.17702449,-0.17944204,0.02462801,0.00362829,0.00199216
0.092860,92860,-0.00641368,0.06709383,-0.17944204,0.02462801,0.00362829,-0.00614506
0.094840,94840,0.00172385,0.06709383,-0.17944204,0.02462801,-0.00449757,0.00199216
0.096824,96824,-0.00641368,-0.17702449,0.06319971,0.02462801,-0.00449757,0.00199216
0.098808,98808,0.00172385,0.06709383,-0.17944204,0.02462801,0.00362829,0.00199216
0.100792,100792,0.00172385,-0.17702449,-0.17944204,0.26731657,0.00362829,0.00199216
0.102848,102848,0.00172385,0.06709383,0.30584146,0.02462801,-0.00449757,0.00199216
0.104904,104904,0.00172385,0.06709383,-0.17944204,0.02462801,-0.00449757,0.00199216
0.106960,106960,0.00172385,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
0.109016,109016,-0.00641368,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
0.111072,111072,-0.00641368,-0.17702449,-0.17944204,-0.21806054,-0.00449757,0.00199216
0.113128,113128,0.00172385,0.06709383,0.06319971,0.02462801,0.00362829,0.00199216
0.115184,115184,0.00172385,0.06709383,0.06319971,0.02462801,0.00362829,-0.00614506
0.117240,117240,0.00172385,0.06709383,-0.17944204,0.02462801,-0.00449757,0.00199216
0.119296,119296,0.00172385,-0.17702449,-0.17944204,-0.21806054,0.00362829,0.00199216
0.121352,121352,0.00172385,0.06709383,0.30584146,0.02462801,-0.00449757,0.00199216
0.123408,123408,0.00172385,0.06709383,0.06319971,0.02462801,0.00362829,-0.00614506
0.125464,125464,0.00172385,-0.17702449,0.06319971,0.02462801,-0.00449757,0.00199216
0.127520,127520,0.00172385,-0.17702449,-0.17944204,0.02462801,0.00362829,0.00199216
0.129576,129576,0.00172385,0.06709383,0.30584146,0.02462801,0.00362829,-0.00614506
0.131632,131632,0.00172385,0.06709383,-0.17944204,0.02462801,0.00362829,0.00199216
0.133688,133688,0.00172385,0.06709383,0.06319971,0.26731657,-0.00449757,0.00199216
0.135744,135744,-0.00641368,0.06709383,0.06319971,0.02462801,0.00362829,0.00199216
0.137800,137800,0.00172385,0.06709383,0.30584146,0.02462801,-0.00449757,-0.00614506
0.139856,139856,-0.00641368,0.06709383,-0.17944204,0.02462801,0.00362829,0.00199216
0.141912,141912,-0.00641368,0.06709383,0.06319971,0.02462801,0.00362829,0.00199216
0.143972,143972,-0.00641368,-0.17702449,-0.17944204,0.02462801,0.00362829,-0.00614506
0.146028,146028,-0.00641368,-0.17702449,-0.17944204,0.02462801,0.00362829,0.00199216
0.148080,148080,-0.00641368,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
0.150136,150136,-0.00641368,0.31121215,0.30584146,0.02462801,0.00362829,0.00199216
0.152196,152196,0.00172385,0.06709383,-0.17944204,-0.21806054,-0.00449757,-0.00614506
0.154252,154252,0.00172385,0.06709383,0.06319971,0.02462801,0.00362829,0.00199216
0.156304,156304,-0.00641368,-0.17702449,-0.17944204,0.02462801,-0.00449757,-0.00614506
0.158360,158360,-0.00641368,0.06709383,0.30584146,0.02462801,-0.00449757,-0.00614506
0.160420,160420,0.00172385,0.06709383,-0.17944204,-0.21806054,-0.00449757,0.00199216
0.162472,162472,-0.00641368,0.06709383,-0.17944204,0.02462801,0.00362829,-0.00614506
0.164528,164528,0.00172385,0.06709383,0.06319971,0.02462801,0.00362829,0.00199216
0.166584,166584,-0.00641368,0.06709383,-0.17944204,0.02462801,-0.00449757,0.00199216
0.168640,168640,0.00172385,0.06709383,0.30584146,0.02462801,-0.00449757,0.00199216
0.170696,170696,0.00172385,-0.17702449,0.06319971,0.02462801,0.00362829,0.00199216
0.172752,172752,0.00172385,0.06709383,0.06319971,0.02462801,0.00362829,0.00199216
0.174808,174808,0.00172385,0.06709383,-0.17944204,0.02462801,-0.00449757,-0.00614506
0.176864,176864,-0.00641368,0.06709383,0.30584146,0.26731657,-0.00449757,0.00199216
0.178920,178920,0.00172385,0.06709383,-0.17944204,0.02462801,0.00362829,0.00199216
0.180976,180976,-0.00641368,0.06709383,0.06319971,0.02462801,0.00362829,0.00199216
0.183032,183032,0.00172385,0.06709383,-0.17944204,0.02462801,-0.00449757,0.00199216
0.185088,185088,0.00172385,-0.17702449,0.06319971,0.02462801,-0.00449757,0.00199216
0.187144,187144,0.00172385,0.06709383,0.30584146,0.02462801,-0.00449757,-0.00614506
0.189200,189200,0.00172385,0.06709383,-0.17944204,-0.21806054,0.00362829,0.00199216
0.191256,191256,-0.00641368,0.06709383,-0.17944204,0.02462801,-0.00449757,0.00199216
0.193312,193312,0.00172385,-0.17702449,-0.17944204,0.02462801,0.00362829,0.00199216
0.195368,195368,-0.00641368,0.06709383,0.30584146,0.02462801,-0.00449757,-0.00614506
0.197424,197424,0.00172385,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
0.199480,199480,0.00172385,-0.17702449,-0.17944204,0.02462801,-0.00449757,0.00199216
0.201536,201536,0.00172385,0.06709383,0.06319971,0.02462801,0.00362829,0.00199216
0.203592,203592,0.00172385,-0.17702449,-0.17944204,0.02462801,0.00362829,0.00199216
0.205648,205648,-0.00641368,0.06709383,0.30584146,0.02462801,0.00362829,-0.00614506
0.207704,207704,0.00172385,0.06709383,0.06319971,0.02462801,-0.00449757,-0.00614506
0.209760,209760,-0.00641368,0.06709383,0.06319971,0.02462801,0.00362829,-0.00614506
0.211816,211816,-0.00641368,0.06709383,-0.17944204,0.02462801,-0.00449757,0.00199216
0.213872,213872,-0.00641368,0.06709383,0.30584146,0.02462801,0.00362829,0.00199216
0.215928,215928,-0.00641368,0.06709383,0.06319971,0.02462801,0.00362829,-0.00614506
0.217984,217984,0.00172385,0.06709383,0.06319971,0.02462801,-0.00449757,0.00199216
0.220040,220040,0.00172385,-0.17702449,-0.42208378,0.02462801,-0.00449757,0.00199216
0.222096,222096,-0.00641368,0.06709383,0.06319971,0.02462801,0.00362829,0.00199216
0.224152,224152,0.00172385,0.06709383,0.30584146,0.02462801,0.00362829,-0.00614506
0.226208,226208,0.00172385,-0.17702449,-0.17944204,-0.21806054,-0.00449757,0.00199216
0.228264,228264,0.00172385,0.06709383,0.06319971,0.02462801,0.00362829,-0.00614506
0.230320,230320,-0.00641368,-0.17702449,-0.17944204,0.02462801,0.00362829,0.00199216
0.232376,232376,0.00172385,0.06709383,0.06319971,0.02462801,-0.00449757,-0.00614506
0.234432,234432,-0.00641368,-0.17702449,-0.17944204,-0.21806054,-0.00449757,0.00199216
0.236488,236488,0.00172385,0.06709383,0.06319971,0.02462801,0.00362829,0.00199216
